-2271.69 -170.411
-4122.68 -310.037
-5629.06 -424.444
-6853.17 -518.192
-7846.1 -595.016
-8649.68 -657.976
-9298.18 -709.578
-9819.68 -751.876
-10237.2 -786.552
-10569.5 -814.984
-10832.1 -838.3
-11037.7 -857.426
-11196.5 -873.12
-11317 -886
-11406.3 -896.577
-11470 -905.267
-11512.7 -912.41
-11538.4 -918.286
-11550 -923.124
-11550.3 -927.112
-11541.2 -930.404
-11524.6 -933.124
-11501.7 -935.377
-11473.8 -937.247
-11441.8 -938.802
-11406.5 -940.1
-11368.6 -941.188
-11328.5 -942.102
-11286.6 -942.875
-11243.3 -943.532
-11199 -944.093
-11153.8 -944.576
-11107.9 -944.995
-11061.5 -945.362
-11014.7 -945.685
-10967.6 -945.973
-10920.3 -946.232
-10872.9 -946.466
-10825.4 -946.681
-10777.8 -946.88
-10730.3 -947.066
-10682.8 -947.24
-10635.4 -947.405
-10588.1 -947.563
-10540.9 -947.714
-10493.8 -947.86
-10446.9 -948.002
-10400 -948.14
-10353.3 -948.275
-10306.8 -948.408
-10260.4 -948.538
-10214.2 -948.666
-10168.2 -948.793
-10122.3 -948.918
-10076.6 -949.042
-10031 -949.164
-9985.65 -949.286
-9940.44 -949.407
-9895.39 -949.527
-9850.52 -949.646
-9805.82 -949.765
-9761.28 -949.883
-9716.92 -950
-9672.73 -950.117
-9628.7 -950.233
-9584.85 -950.349
-9541.16 -950.464
-9497.64 -950.579
-9454.29 -950.693
-9411.1 -950.807
-9368.08 -950.92
-9325.23 -951.033
-9282.54 -951.145
-9240.02 -951.257
-9197.66 -951.369
-9155.46 -951.48
-9113.43 -951.59
-9071.55 -951.7
-9029.84 -951.81
-8988.3 -951.919
-8946.91 -952.028
-8905.68 -952.136
-8864.61 -952.244
-8823.7 -952.352
-8782.94 -952.459
-8742.35 -952.566
-8701.91 -952.672
-8661.62 -952.778
-8621.49 -952.883
-8581.52 -952.989
-8541.7 -953.093
-8502.04 -953.197
-8462.53 -953.301
-8423.17 -953.405
-8383.96 -953.508
-8344.9 -953.611
-8306 -953.713
-8267.24 -953.815
-8228.63 -953.916
-8190.18 -954.017
-8151.87 -954.118
-8113.71 -954.218
-8075.7 -954.318
-8037.83 -954.418
-8000.11 -954.517
-7962.53 -954.616
-7925.1 -954.714
-7887.82 -954.812
-7850.68 -954.91
-7813.68 -955.007
-7776.83 -955.104
-7740.11 -955.2
-7703.54 -955.297
-7667.11 -955.392
-7630.82 -955.488
-7594.67 -955.583
-7558.66 -955.677
-7522.79 -955.772
-7487.06 -955.866
-7451.47 -955.959
-7416.01 -956.052
-7380.69 -956.145
-7345.51 -956.238
-7310.46 -956.33
-7275.54 -956.422
-7240.77 -956.513
-7206.12 -956.604
-7171.61 -956.695
-7137.24 -956.785
-7102.99 -956.875
-7068.88 -956.965
-7034.9 -957.054
-7001.05 -957.143
-6967.33 -957.232
-6933.75 -957.32
-6900.29 -957.408
-6866.96 -957.496
-6833.76 -957.583
-6800.68 -957.67
-6767.74 -957.756
-6734.92 -957.843
-6702.23 -957.929
-6669.67 -958.014
-6637.23 -958.1
-6604.91 -958.184
-6572.72 -958.269
-6540.66 -958.353
-6508.72 -958.437
-6476.9 -958.521
-6445.2 -958.604
-6413.63 -958.687
-6382.18 -958.77
-6350.85 -958.852
-6319.64 -958.934
-6288.56 -959.016
-6257.59 -959.097
-6226.74 -959.179
-6196.01 -959.259
-6165.4 -959.34
-6134.91 -959.42
-6104.53 -959.5
-6074.27 -959.579
-6044.13 -959.659
-6014.11 -959.738
-5984.2 -959.816
-5954.41 -959.894
-5924.73 -959.972
-5895.16 -960.05
-5865.71 -960.128
-5836.38 -960.205
-5807.16 -960.282
-5778.05 -960.358
-5749.05 -960.434
-5720.16 -960.51
-5691.39 -960.586
-5662.73 -960.661
-5634.17 -960.736
-5605.73 -960.811
-5577.4 -960.885
-5549.18 -960.96
-5521.06 -961.034
-5493.06 -961.107
-5465.16 -961.18
-5437.37 -961.254
-5409.69 -961.326
-5382.11 -961.399
-5354.64 -961.471
-5327.28 -961.543
-5300.02 -961.615
-5272.87 -961.686
-5245.82 -961.757
-5218.88 -961.828
-5192.04 -961.898
-5165.31 -961.969
-5138.67 -962.039
-5112.14 -962.108
-5085.72 -962.178
-5059.39 -962.247
-5033.17 -962.316
-5007.05 -962.385
-4981.02 -962.453
-4955.1 -962.521
-4929.28 -962.589
-4903.56 -962.657
-4877.94 -962.724
-4852.42 -962.791
-4826.99 -962.858
-4801.67 -962.925
-4776.44 -962.991
-4751.31 -963.057
-4726.27 -963.123
-4701.33 -963.188
-4676.49 -963.254
-4651.75 -963.319
-4627.1 -963.383
-4602.54 -963.448
-4578.08 -963.512
-4553.72 -963.576
-4529.45 -963.64
-4505.27 -963.704
-4481.18 -963.767
-4457.19 -963.83
-4433.29 -963.893
-4409.49 -963.955
-4385.77 -964.018
-4362.15 -964.08
-4338.62 -964.142
-4315.18 -964.203
-4291.82 -964.265
-4268.56 -964.326
-4245.39 -964.387
-4222.31 -964.447
-4199.32 -964.508
-4176.42 -964.568
-4153.6 -964.628
-4130.87 -964.688
-4108.23 -964.747
-4085.68 -964.807
-4063.22 -964.866
-4040.84 -964.924
-4018.55 -964.983
-3996.34 -965.041
-3974.22 -965.1
-3952.19 -965.157
-3930.24 -965.215
-3908.37 -965.273
-3886.59 -965.33
-3864.9 -965.387
-3843.28 -965.444
-3821.75 -965.5
-3800.31 -965.557
-3778.95 -965.613
-3757.66 -965.669
-3736.47 -965.725
-3715.35 -965.78
-3694.31 -965.835
-3673.36 -965.89
-3652.49 -965.945
-3631.69 -966
-3610.98 -966.054
-3590.35 -966.109
-3569.8 -966.163
-3549.32 -966.216
-3528.93 -966.27
-3508.61 -966.323
-3488.37 -966.377
-3468.22 -966.43
-3448.13 -966.482
-3428.13 -966.535
-3408.2 -966.587
-3388.35 -966.64
-3368.58 -966.691
-3348.88 -966.743
-3329.26 -966.795
-3309.72 -966.846
-3290.25 -966.897
-3270.85 -966.948
-3251.53 -966.999
-3232.29 -967.05
-3213.12 -967.1
-3194.02 -967.15
-3175 -967.2
-3156.05 -967.25
-3137.17 -967.3
-3118.37 -967.349
-3099.64 -967.398
-3080.98 -967.447
-3062.39 -967.496
-3043.88 -967.545
-3025.43 -967.593
-3007.06 -967.642
-2988.76 -967.69
-2970.53 -967.738
-2952.37 -967.785
-2934.28 -967.833
-2916.26 -967.88
-2898.31 -967.928
-2880.43 -967.975
-2862.61 -968.021
-2844.87 -968.068
-2827.19 -968.115
-2809.59 -968.161
-2792.05 -968.207
-2774.58 -968.253
-2757.17 -968.299
-2739.84 -968.344
-2722.57 -968.39
-2705.36 -968.435
-2688.23 -968.48
-2671.16 -968.525
-2654.15 -968.569
-2637.21 -968.614
-2620.34 -968.658
-2603.53 -968.702
-2586.79 -968.746
-2570.11 -968.79
-2553.49 -968.834
-2536.94 -968.877
-2520.46 -968.921
-2504.03 -968.964
-2487.67 -969.007
-2471.38 -969.05
-2455.14 -969.092
-2438.97 -969.135
-2422.86 -969.177
-2406.82 -969.219
-2390.83 -969.261
-2374.91 -969.303
-2359.05 -969.345
-2343.25 -969.387
-2327.51 -969.428
-2311.83 -969.469
-2296.21 -969.51
-2280.66 -969.551
-2265.16 -969.592
-2249.72 -969.632
-2234.34 -969.673
